"date","year","title","simple_title","artist","main_artist","peak_pos","last_pos","weeks","rank","change","spotify_link","spotify_id","video_link","genre","broad_genre","analysis_url","energy","liveness","tempo","speechiness","acousticness","instrumentalness","time_signature","danceability","key","duration_ms","loudness","valence","mode","lyrics"
"12/1/12",2012,"Your Body","your body","christina aguilera","christina aguilera",34,84,9,84,"0","https://embed.spotify.com/?uri=spotify:track:2wlsVxwdh8fd6T6KItRORA","2wlsVxwdh8fd6T6KItRORA","https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USRV81200286","[u'dance pop', u'europop', u'pop', u'post-teen pop', u'r&b', u'urban contemporary']","r&b","https://api.spotify.com/v1/audio-analysis/2wlsVxwdh8fd6T6KItRORA","0.781","0.224","103.024","0.0547","0.000739","0","4","0.593","8","240000","-5.292","0.575","0","I came here tonight to get you out of my mind,
I'm gonna take what I find (uh oh, yeah!)
So open the box, don't need no key I'm unlocked
And I won't tell you to stop (uh oh, yeah!)

Hey boy!
I don't need to know where you've been,
All I need to know is you and no need for talking
Hey boy!
So don't even tell me your name,
All I need to know is whose place,
And let's get walking...

All I wanna do is love your body
Oooooh ooooh oooooh oooooooh
Tonight's your lucky night, I know you want it
Oooooh ooooh oooooh oooooooh

All I wanna do is love your body
Oooooh ooooh oooooh oooooooh
Tonight's your lucky night, I know you want it
Oooooh ooooh oooooh oooooooh

It's true what you heard, I am a freak, I'm disturbed
So come on and give me your worst (uh oh, yeah)
We're moving faster than slow,
If you don't know where to go,
I'll finish off on my own (uh oh, yeah)

Hey boy!
I don't need to know where you've been,
All I need to know is you and no need for talking
Hey boy!
So don't even tell me your name,
All I need to know is whose place,
And let's get walking...
Say say hey...

All I wanna do is love your body
Oooooh ooooh oooooh oooooooh
Tonight's your lucky night, I know you want it
Oooooh ooooh oooooh oooooooh

All I wanna do is love your body
Oooooh ooooh oooooh oooooooh
Tonight's your lucky night, I know you want it
Oooooh ooooh oooooh oooooooh

I think you already know my name
I think you already know my name

Hey hey, Ha!, Alright, Say

I think you already know my name
All I wanna do is love your body
Oooooh ooooh oooooh oooooooh, (say)
Tonight's your lucky night, I know you want it
Oooooh ooooh oooooh oooooooh
All I wanna do is love your body
Oooooh ooooh oooooh oooooooh
(Say, say, hey)
Tonight's your lucky night, I know you want it
Oooooh ooooh oooooh oooooooh"
"11/24/12",2012,"Give Your Heart A Break","give your heart a break","demi lovato","demi lovato",16,45,32,49,"-4","https://embed.spotify.com/?uri=spotify:track:4Aangn4a4y4kCwUWCWzjBg","4Aangn4a4y4kCwUWCWzjBg","","[u'dance pop', u'pop', u'post-teen pop']","pop","https://api.spotify.com/v1/audio-analysis/4Aangn4a4y4kCwUWCWzjBg","0.691","0.144","123.046","0.048","0.234","0","4","0.647","6","206027","-3.116","0.51","1","The day I first met you
You told me you'd never fall in love
But now that I get you
I know fear is what it really was

Now here we are,
So close yet so far.
Haven't I passed the test?
When will you realize,
Baby, I'm not like the rest?

Don't wanna break your heart
Wanna give your heart a break
I know you're scared it's wrong
Like you might make a mistake
There's just one life to live
And there's no time to wait, to waste
So let me give your heart a break, your heart a break
Let me give your heart a break, your heart a break
Oh yeah, yeah

On Sunday you went home alone
There were tears in your eyes
I called your cell phone, my love
But you did not reply

The world is ours. If we want it,
We can take it if you just take my hand.
There's no turning back now.
Baby, try to understand

Don't wanna break your heart
Wanna give your heart a break
I know you're scared it's wrong
Like you might make a mistake
There's just one life to live
And there's no time to wait, to wait
So let me give your heart a break, your heart a break
Let me give your heart a break, your heart a break
There's just so much you can take
Give your heart a break
Let me give your heart a break, your heart a break
Oh yeah, yeah

When your lips are on my lips
and our hearts beat as one
But you slip out of my fingertips
Every time you run, whoa-oh-whoa-oh-oh

Don't wanna break your heart
Wanna give your heart a break
I know you're scared it's wrong
Like you might make a mistake
There's just one life to live
And there's no time to wait, to waste
So let me give your heart a break

'Cause you've been hurt before
I can see it in your eyes
You try to smile away, some things you can't disguise
Don't wanna break your heart
Baby, I can ease the ache, the ache
So let me give your heart a break, your heart a break
Let me give your heart a break, your heart a break
There's just so much you can take
Your heart a break
Let me give your heart a break, your heart a break
Oh yeah, yeah

The day I first met you
You told me you'd never fall in love"
"9/1/12",2012,"Back In Time","back in time","pitbull","pitbull",11,75,20,79,"-4","https://embed.spotify.com/?uri=spotify:track:2U2ONBrf1HJCDxQlynpD6J","2U2ONBrf1HJCDxQlynpD6J","https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USRV81200082","[u'dance pop', u'latin', u'pop', u'pop rap']","rap","https://api.spotify.com/v1/audio-analysis/2U2ONBrf1HJCDxQlynpD6J","0.915","0.324","127.086","0.043","0.00191","1.16E-06","4","0.731","0","205680","-4.453","0.789","1","Excuse me baby
(Go)
Yeah you baby
(Back)
Ooh you groovy baby
(In)
Let's make a movie baby
(Time)
Excuse me baby

(Let's)
Yeah you baby
(Go)
Ooh you groovy baby
(Back)
Let's make a (In) movie baby
(Time)
It's Mr. Worldwide

Agent A, reporting live
From Cape Canaveral
MK, Big Syphe, let's ride
Back, back, in, in, time

Baby, oh baby

Oh baby, my sweet baby
You're the one
Miami equals black mask, black gloves

With a little bit of rope to tie, I flipped it
Black suits, white shirts
black glasses with a matching tie
Like Agent J or Agent K
and I wish the whole world would (Okay)
Okay, I'm tryin' make a billion out of 15 cents

Understand, understood
I'm a go-getter, mover, shaker, vulture
Dummy avoider, record-breaker
Won't ya
Give credit where credit is due, Don't ya
Know that I don't give a number two
Y'all just halfway thoughts

Not worth the back of my mind
But to understand the future
we have to go back in time
Baby, oh baby

Oh baby, my sweet baby
You're the one
I got the globe, yeah, in the palm of my hand

Wherever I spin it, that's where I land
Let's save the world
Men in Black I know you understand
Stop the movement
they can try if they want to
Ignorar lo latino, si
they can try if they want to
What Pit solves is a bit raw

Took like jigsaw and built it all
Despite a big loss, I'd bet it all
And fought blind against the world, Ray Charles
Y'all just halfway thoughts

Not worth the back of my mind
But to understand the future
we have to go back in time
Baby, oh baby

Oh baby, my sweet baby
You're the one
(Let's)
Excuse me baby
(Go)
Yeah you baby
(Back)
Ooh you groovy baby
(In)
Let's make a movie baby
(Time)
Excuse me baby
(Let's)
Yeah you baby
(Go)
Ooh you groovy baby
(Back)
Let's make a (In) movie baby
(Time)
Baby
My sweet baby
My sweet baby
My sweet baby
You're the...
Baby, oh baby
Oh baby, my sweet baby
You're the one"
"8/18/12",2012,"Dance Again","dance again","jennifer lopez","jennifer lopez",17,90,18,90,"0","https://embed.spotify.com/?uri=spotify:track:4d2hD63oUGU3s7L66JD0BE","4d2hD63oUGU3s7L66JD0BE","","[u'dance pop', u'pop', u'pop rap', u'post-teen pop', u'r&b', u'urban contemporary']","r&b","https://api.spotify.com/v1/audio-analysis/4d2hD63oUGU3s7L66JD0BE","0.856","0.0981","127.988","0.067","0.0159","2.88E-06","4","0.792","11","237267","-5.236","0.714","0","Dance, yes
Love, next
Dance, yes
Love, next

Shimmy shimmy yah, shimmer yam
Shimmer yay
I'm a ol' dirty dog all day
No way, JosÍ©
Your girl only go one way, ay mi madre
You should check that out
Maybe you ain't turn her out
Maybe it's none of my business
But for now work it out
Let's get this, darling

Nobody knows what I'm feeling inside
I find it so stupid
So why should I hide
That I love to make love to you baby?
(Yeah, make love to me)
So many ways wanna touch you tonight
I'm a big girl got no secrets this time
Yeah, I love to make love to you baby
(Yeah, make love tonight)

If this would be a perfect world
We'd be together then
(Let's do it, do it, do it)
Only got just one life this I've learned
Who cares what they're gonna say?
(Let's do it, do it, do it)

I wanna dance, and love, and dance again
I wanna dance, and love, and dance again

Dance, yes
Love, next
Dance, yes
Love, next

Baby your fire is lighting me up
The way that you move boy is reason enough
That I love to make love to you baby
(Yeah, make love to me)

I can't behave
Oh I want you so much
Your lips taste like heaven
So why should I stop?
Yeah, I love to make love to you baby
(Yeah, make love to me)

If this would be a perfect world
We'd be together then
(Let's do it, do it, do it)
Only got just one life this I've learned
Who cares what they're gonna say
(Let's do it, do it, do it)

I wanna dance, and love, and dance again
I wanna dance, and love, and dance again

Mr Worldwide, and the world's most beautiful woman

Modern day, Hhugh Hef (Uh, yes)
Playboy to the death (Uh, yes)
Is he really worldwide? (Uh, yes)
Mami let me open your treasure chest
Play dates, we play mates
I'm the king at snatching queens, checkmate
What you think?
It's a rumor?
I'm really out of this world,
Moon, luna
Make women comfortable
Call me bloomer
Can't even show love 'cause they'll sue ya
But I told them, _„_Hallelujah, have a blessed day""
So ahead of myself
Everyday's yesterday
Want the recipe? It's real simple
Little bit of Ali, and she'll open Sesame

Now dance yes
Love next
Dance yes
Love next

If this would be a perfect world
We'd be together then
(Let's do it, do it, do it)
Only got just one life this I've learned
Who cares what they're gonna say?
(Let's do it, do it, do it)

I wanna dance, and love, and dance again
I wanna dance, and love, and dance again."
"7/28/12",2012,"Get It Started","get it started","pitbull","pitbull",89,99,2,89,"10","https://embed.spotify.com/?uri=spotify:track:3JNqJPbbS1KhVzStLyxw1h","3JNqJPbbS1KhVzStLyxw1h","https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USRV81200221","[u'dance pop', u'latin', u'pop', u'pop rap']","rap","https://api.spotify.com/v1/audio-analysis/3JNqJPbbS1KhVzStLyxw1h","0.807","0.754","128.999","0.169","0.0616","0","4","0.706","1","245747","-4.357","0.531","0","To these rappers I apologize, I know it ain't fair
Only ball I drop, New Year's Times Square
The world is mine, sixth sense, I see a seventh sense
Now baby, let's get started for life

Everytime I look into your eyes
Mr Worldwide
I feel like I could stare in them for a lifetime
We can get started for life (tonight)
For life (tonight) for life (tonight)
We can get started for life (tonight)
For life (tonight) for life (tonight)
We can get started

Big news, pitbull, time cruise mumbai
A little bit of semi night like the fourth july, vanilla sky
Thriller in Manila, knocking them out like Paquiao
No Ali for Frasier, but for now it's off to Malaysia
Two passports, three cities, two countries, one day
Now that's worldwide, if you think it's a game, let's play
Dale

Everytime I look into your eyes
I feel like I could stare in them for a lifetime
We can get started for life (tonight)
For life (tonight) for life (tonight)
We can get started for life (tonight)
For life (tonight) for life (tonight)
We can get started

I am what they thought i'd never become
I believe and became it
Now i'm here to claim it
A hustle when he faint you name it, name it
I went from eviction to full stance
To back at work Wendy
To a passport full it with stamps
Now it's Bowie everywhere I land
Two passports, three cities, two countries, one day
Now that's worldwide, if you think it's a game, let's play, dale

Hands if it feels right (you know it feels right)
But shouldn't waste anymore time
Let's get it started (let's get it started)
Don't think about it (let's get it started)
You know i'm gonna make it all night (let's go)
Hands if it feels right
You know a feel of my mind
Let's get it started (let's get it started)
Don't think about it (let's get it started)
I know that we can make it all night, all night

Everytime I look into your eyes
I feel like I could stare in them for a lifetime
We can get started for life (tonight)
For life (tonight) for life (tonight)
We can get started for life (tonight)
For life (tonight) for life (tonight)
We can get started

Don't start what you can't finish

You know it feels right
Let's go
You know it feels right"
"5/26/12",2012,"Another Round","another round","fat joe","fat joe",80,96,6,100,"-4","https://embed.spotify.com/?uri=spotify:track:3Rh3zDYanZFHaeXFT4Asps","3Rh3zDYanZFHaeXFT4Asps","","[u'dirty south rap', u'east coast hip hop', u'gangster rap', u'hardcore hip hop', u'hip hop', u'hip pop', u'pop rap', u'rap', u'trap music']","rap","https://api.spotify.com/v1/audio-analysis/3Rh3zDYanZFHaeXFT4Asps","0.762","0.143","80.248","0.275","0.0719","0","4","0.271","6","288895","-6.277","0.41","0","Don't you be holding back, your love
Don't you be holding back
Don't you be holding back, your love
Don't you be holding back
Cuz in the end girl you're gonna want another round, another round
Only girl you'll want another round, another round
I used to want you, and her and her and her and you and her and her
I used to want you, and her and her and her
All I want, all I want all I want is you
Shawty got a mean walk, a mean shoe game
The bitch badder than any bitch that you name
I'm talking Janet, maybe Kim K, I heard Rihanna she like it kinky
Come on
Quit playing girl you know that you want it
I can tell just by the way you push it out and flaunt it you bad
Something like dirty diana, body dope as heron
And the sex off the handle
Your ex couldn't beat it, I hit it like a free throw
And since I lost some weight you say I got a big ego
It's too strong, you said the drive stick
Well baby just peel off
Loving how it lasts long, Leave the sheets gushy
Fuck you with the mask on, Halloween pussy
Your body shivers and troubles with each and every stroke
Pussy wetter than ever, enough to sink a boat

Don't you be holding back, your love
Don't you be holding back
Don't you be holding back, your love
Don't you be holding back
Cuz in the end girl you're gonna want another round, another round
Only girl you'll want another round, another round
I used to want you, and her and her and her and you and her and her
I used to want you, and her and her and her
All I want, all I want all I want is you
Shawty got a mean walk, a mean shoe game
The bitch badder than any bitch that you name
I'm talking Janet, maybe Kim K, I heard Rihanna she like it kinky
Come on

Never hesitate, purchasing in every state
Transported in foreign cars to large estates
(So believe me, you know you wanna come on girl)
(As long as we can kick it with your home girl)
Had two on one fast break that's a slam dunk
I know you want it, I can take you where ya man won't
Champs, Alize, think Rolls Royce
Yellow Nuvo and Pink Boy Shorts

Don't you be holding back, your love
Don't you be holding back
Don't you be holding back, your love
Don't you be holding back
Cuz in the end girl you're gonna want another round, another round
Only girl you'll want another round, another round
I used to want you, and her and her and her and you and her and her
I used to want you, and her and her and her
Now all I want, all I want all I want is you

Girl you got tha bomb thing no one can't resist
I'mma light some candles girl and then tie up your wrists
Then i'm licking chocolate right up off your stomach
Baby you ain't handled freaky shit like this
And I start dripping ice down ya spine (oh oh)
And make you mine
And now you're telling all your girls I done tore it up
So don't be mad that they all want me, there's room for all of us
Don't you be holding back, your love
Don't you be holding back
Don't you be holding back, your love
Don't you be holding back
Cuz in the end girl you're gonna want another round, another round
Only girl you'll want another round, another round
I used to want you, and her and her and her and you and her and her
I used to want you, and her and her and her
All I want, all I want all I want is you
Shawty got a mean walk, a mean shoe game
The bitch badder than any bitch that you name"
"5/26/12",2012,"The Prayer","the prayer","christina aguilera","christina aguilera",85,0,1,85,"New","https://embed.spotify.com/?uri=spotify:track:4PBjokreMKhfe4yCIBu4mX","4PBjokreMKhfe4yCIBu4mX","","[u'dance pop', u'europop', u'pop', u'post-teen pop', u'r&b', u'urban contemporary']","r&b","https://api.spotify.com/v1/audio-analysis/4PBjokreMKhfe4yCIBu4mX","0.327","0.119","71.298","0.0342","0.814","2.51E-06","4","0.253","10","267667","-8.457","0.0444","1","I pray you_„_ll be our eyes, and watch us where we go.
And help us to be wise in times when we don_„_t know
Nella mia preghiera
Let this be our prayer
Quanta fede c_„_e
When shadows fill our day
Lead us to the place, guide us with your grace
To a place where we_„_ll be safe

Sognamo un mondo senza piu violenza
Un mondo di giustizia e di speranza
Ognuno dia la mano al suo vicino
Simbolo di pace, di fraternita

La forza che ci da
We ask that life be kind
E il desiderio che
And watch us from above
Ognuno trovi amor
We hope each soul will find
Intorno e dentro se
Another soul to love

Let this be our prayer
Let this be our prayer, just like every child

Need to find a place, guide us with your grace
Give us faith so we_„_ll be safe

E la fede che
Hai acceso in noi,
Sento che ci salvera"
"5/12/12",2012,"International Love","international love","pitbull","pitbull",13,42,26,46,"-4","https://embed.spotify.com/?uri=spotify:track:62zFEHfAYl5kdHYOivj4BC","62zFEHfAYl5kdHYOivj4BC","https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USJRV1100038","[u'dance pop', u'latin', u'pop', u'pop rap']","rap","https://api.spotify.com/v1/audio-analysis/62zFEHfAYl5kdHYOivj4BC","0.855","0.335","120.045","0.0499","0.0124","0","4","0.669","0","227280","-3.035","0.648","0","Went from Mr. 305, Dade County, to Mr. Worldwide, all around the world
Now we're International,
so international, international, so international,

You can't catch me, boy (can't catch me, boy)
I'm overseas and about a hundred G's per show
Don't test me, boy (Don't test me, boy)
Cause I rap with the best for sure,
305 till the death of me
Cremate my body and let the ocean have what's left of me
But for now, forget about that,
Blow the whistle
Baby you're the referee

You put it down like New York City
I never sleep!
Wild like Los Angeles
My fantasy!
Hotter than Miami
I feel the heat!
Ohh, girl, it's International love
Ohh, it's International love

I play football but I've touched down everywhere
Everywhere? Everywhere!
I play play baseball but I've hit a home run everywhere, everywhere
I've been to countries and cities I can't pronounce
And the places on the globe I didn't know existed
In Romania she pulled me to the side and
told me Pit you can have me and my sister
In Lebanon yeah the women are bomb
And in Greece you've guessed it the women are sweet
Spinned all around the world but I ain't
gon' lie there's nothing like Miami's heat

You put it down like New York City
I never sleep!
Wild like Los Angeles
My fantasy!
Hotter than Miami
I feel the heat!
Ohh, girl, it's International love
Ohh, It's International love

Down in D.R. they're looking for visas,
I ain't talking credit cards if you know what I mean!
En Cuba, la cosa esta dura!
But the woman get down, if you know what I mean!
In Colombia the women got everything done but they
are some of the most beautiful women I've ever seen
In Brazil they're freaky with big oh
boobs and their tongues, blue yellow and green!
In L.A. tengo la Mexicana, en New York tengo la boricua
Besito para todas las mujeres en Venezuela, muah!
Y en Miami tengo a cualquiera!

You put it down like New York City
I never sleep!
Wild like Los Angeles
My fantasy!
Hotter than Miami
I feel the heat!
Ohh (all around the world), it's international love (international)
Ohh, it's international love

There's not a place that your love don't affect me baby
So don't ever change
I crossed the globe when I'm with you, baby
Haaay
Woah-oh

Chris Brown, this is for the women worldwide
Let's rap

You put it down like New York City
I never sleep!
Wild like Los Angeles
My fantasy!
Hotter than Miami
I feel the heat!
Ohh, girl, it's International love
Ohh, it's International love

You put it down like New York City
I never sleep!
Wild like Los Angeles
My fantasy!
Hotter than Miami
I feel the heat!
Ohh, girl, it's International love
Ohh, it's International love

You're international, so international 
(What, what, what, what, international love)
Surrounded by beautiful girls
(What, what, what, what, international love)"
"3/24/12",2012,"Love You Like A Love Song","love you like a love song","selena gomez","selena gomez",22,45,38,44,"1","https://embed.spotify.com/?uri=spotify:track:0laYHRpNTS6i8FXdupHkJ4","0laYHRpNTS6i8FXdupHkJ4","https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USH5V1121276","[u'dance pop', u'pop', u'post-teen pop']","pop","https://api.spotify.com/v1/audio-analysis/0laYHRpNTS6i8FXdupHkJ4","0.697","0.0761","117.008","0.0569","0.0715","0","4","0.859","1","188453","-3.79","0.876","0","It's been said and done
Every beautiful thought's been already sung
And I guess right now here's another one
So your melody will play on and on
With the best of 'em

You are beautiful,
Like a dream come alive
Incredible
A centerfold, miracle, lyrical
You've saved my life again
And I want you to know baby

I, I love you like a love song, baby
I, I love you like a love song, baby
I, I love you like a love song, baby
And I keep hitting repeat-peat-peat-peat-peat-peat (oh oh oh)

I, I love you like a love song, baby (oh oh oh)
I, I love you like a love song, baby (oh oh oh)
I, I love you like a love song, baby (oh oh oh)
And I keep hitting repeat-peat-peat-peat-peat-peat

Constantly
Boy you played through my mind like a symphony
There's no way to describe what you do to me
You just do to me
What you do

And it feels like I've been rescued
I've been set free
I am hypnotized by your destiny
You are magical, lyrical, beautiful
You are
And I want you to know baby

I, I love you like a love song, baby
I, I love you like a love song, baby
I, I love you like a love song, baby
And I keep hitting re-peat-peat-peat-peat-peat-peat (oh oh)

I, I love you like a (love song baby) love song, baby (oh oh)
I, I love you like a (love song baby) love song, baby (oh oh)
I, I love you like a (I love you, I love you) love song, baby
And I keep hitting re-peat-peat-peat-peat-peat-peat (like a love song)

No one compares
You stand alone
To ever record I own
Music to my heart that's what you are (ba-ba-baby)
A song that goes on and on

I, I love you like a love song, baby
I, I love you like a love song, baby
(I love you) I, I love you like a love song, baby (I love you) (like a love song)
And I keep hitting re-peat-peat-peat-peat-peat-peat (like a love song)

I, I love you like a love song, baby (oh oh)
I, I love you like a love song, baby (oh oh)
I, I love you like a love song, baby (I love you)
I love you like a love song"
"2/18/12",2012,"Give Me Everything","give me everything","pitbull","pitbull",1,45,45,49,"-4","https://embed.spotify.com/?uri=spotify:track:4QNpBfC0zvjKqPJcyqBy9W","4QNpBfC0zvjKqPJcyqBy9W","https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=TIVEV1199190","[u'dance pop', u'latin', u'pop', u'pop rap']","rap","https://api.spotify.com/v1/audio-analysis/4QNpBfC0zvjKqPJcyqBy9W","0.939","0.298","129.023","0.161","0.192","0","4","0.671","8","252307","-3.206","0.529","1","Me not working hard?
Yeah right picture that with a Kodak
And, better yet, go to Times Square
Take a picture of me with a Kodak
Took my life from negative to positive
And I just want y'all know that
And tonight, let's enjoy life
Pitbull, Nayer, Ne-Yo, tell us right

Tonight, I want all of you tonight
Give me everything tonight
For all we know we might not get tomorrow
Let's do it tonight

(Don't care what they say
All the games they play
Nothing is enough
Till they handle love)

Let's do it tonight

(I want you tonight
I want you to stay
I want you tonight)

Grab somebody sexy, tell 'em hey
Give me everything tonight
Give me everything tonight
Give me everything tonight
Give me everything tonight

Take advantage of tonight
Cause tomorrow I'm off to Dubai to perform for a princess
But tonight, I can make you my queen
And make love to you endless
This is insane: the way the name growin'
Money keep flowin' hustlers move aside
So, I'm tiptoein', to keep flowin'
I got it locked up like Lindsay Lohan
Put it on my life, baby
I'll make you feel right, baby
Can't promise tomorrow, but I promise tonight (dale)

Excuse me
And I might drink a little more than I should tonight
And I might take you home with me, if I could tonight
And, baby, I'ma make you feel so good, tonight
Cause we might not get tomorrow

Tonight, I want all of you tonight
Give me everything tonight
For all we know we might not get tomorrow
Let's do it tonight

(Don't care what they say
All the games they play
Nothing is enough
Till they handle love)

Let's do it tonight

(I want you tonight
I want you to stay
I want you tonight)

Grab somebody sexy, tell 'em hey
Give me everything tonight
Give me everything tonight
Give me everything tonight
Give me everything tonight

Reach for the stars, and if you don't grab them
At least you'll fall on top of the world
Think about it, cause if you slip, I'm gon' fall on top your girl
What I'm involved with is deeper than the
Masons, baby, baby, and it ain't no secret
My granny's from Cuba,
but I'm an American Idol getting money like Seacrest
Put it on my life, baby,
I make you feel right, baby
Can't promise tomorrow, but I promise tonight (dale)

Excuse me
And I might drink a little more than I should tonight
And I might take you home with me, if I could tonight
And, baby, I'ma make you feel so good, tonight
Cause we might not get tomorrow

Tonight, I want all of you tonight
Give me everything tonight
For all we know we might not get tomorrow
Let's do it tonight

(Don't care what they say
All the games they play
Nothing is enough
Till they handle love)

Let's do it tonight

(I want you tonight
I want you to stay
I want you tonight)

Grab somebody sexy, tell 'em hey
Give me everything tonight
Give me everything tonight
Give me everything tonight
Give me everything tonight

Excuse me
But I might drink a little more than I should tonight
And I might take you home with me if I could tonight
And I think you should let me cause I look good tonight
Cause we might not get tomorrow"
"12/31/11",2011,"Promise","promise","romeo santos","romeo santos",83,89,9,97,"-8","https://embed.spotify.com/?uri=spotify:track:6KX5vKpZ1unNPujNhUzvBw","6KX5vKpZ1unNPujNhUzvBw","https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USSD21100103","[u'bachata', u'latin', u'pop', u'tropical']","pop","https://api.spotify.com/v1/audio-analysis/6KX5vKpZ1unNPujNhUzvBw","0.739","0.0821","132.995","0.0574","0.403","0","4","0.764","1","252253","-6.422","0.77","1","He perdido el balance por tu amor
en tus manos yo cai
tienes control sobre mê_

tu cuerpo es la cêçrcel
y yo un prisionero
y jamas quiero salir
condenado soy feliz

Try to keep my balance
but i still fall
but how do I fall so hard
right into your arms
(where girl)

Right beside you baby
and it's so warm (Yeah yeah yeah)
Love without a cause
leaves me trapped inside
my own bars

Quiero ser tuyo enterito
pero tengo miedo
prometeme que no me vas
a dejar si tu amor
(talk to her usher)

I'll give you my heart girl
but you got to promise
Prometeme Mami
promise you'll
hold me (hold me)
touch me (touch me)
love me
way past forever (past forever)
(hasta siempre)

escucha las palabras
de romeo

yeah man
usher baby
romeo

Yo tan joven
padezco del corazê_n
y por tu amor sufrirê_a
mil aê±os y con mucho honor

I try to be calm
but my chest keeps pounding
Try to swim
but it's like I'm drowning
no life ""comes for you""
oo baby

quiero ser tuyo enterito
pero tengo miedo
prometeme que no me
vas a dejar sin tu amor

I'll give you my heart girl
but you got to promise
Prometeme Mami
promise you'll
hold me (hold me)
touch me (touch me)
love me
way past forever

You need this in your life
yeah man
Two kings
Revolutionary
hey yo romeo
talk to her (okay)

Temo que me dejes
en el abandono
y tê_ eres mi oxê_geno
y mi todo

But I realize that
preferably the race
win the finest lines
as you

Quiero ser tuyo
enterito (pero tengo miedo)
prometeme ke no
me vas a dejar sin tu amor
If i give you my heart girl
but you gotta promise
(promise that you'll love me baby)
promise you'll
hold me
touch me (touch me)
love me (aaa)
way past forever
quiero ser tuyo enterito
pero tengo miedo(turn the lights off)
prometeme que no me
vas a dejar sin tu amor"
"12/17/11",2011,"I Like How It Feels","i like how it feels","enrique iglesias","enrique iglesias",74,74,3,93,"-19","https://embed.spotify.com/?uri=spotify:track:3sLBdi6Wa1qHLANpVOGiZO","3sLBdi6Wa1qHLANpVOGiZO","https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=GBUV71101491","[u'dance pop', u'latin', u'latin pop', u'mexican pop', u'pop', u'pop quebecois', u'tropical']","pop","https://api.spotify.com/v1/audio-analysis/3sLBdi6Wa1qHLANpVOGiZO","0.858","0.163","127.997","0.103","0.0111","0","4","0.593","9","219664","-3.749","0.734","1","It's my time It's my life
I can do what I like
For the price of a smile, I gotta take it to right
So I keep living, cause the feel's right

And it's so nice, and I'd do it all again
This time, it's forever
It gets better, and I I, I like how it feels

I like how it feels, I like how it feels
I like how it feels, I like how it feels
I like how it feels, I like how it feels

So just turn it up, let me go
I'm alive, yes and no, never stop
Give me more, more, more
Cause I like how it feels
Ooh yeah, I like how it feels
You know I like how it feels
Oh yeah I like how it feels

Should we love, makes us won
Let's make a beautiful world
Take my hand, it's alright
Cuz tonight, we can fly

So we keep living, cause the feel's right
And it's so nice, and I'd do it all again
This time, it's forever
It gets better, and I I, I like how it feels

I like how it feels, I like how it feels
I like how it feels, I like how it feels
I like how it feels, I like how it feels

So just turn it up, let me go
I'm alive, yes and no, never stop
Give me more, more, more
Cause I like how it feels
Ooh yeah, I like how it feels
You know I like how it feels
Oh yeah I like how it feels

Will ya consider the best, I consider mediocre
I want my bank account like carlos slim's, or at least mini Oprah
Baby just close your eyes,
and imagine any part in the world, i've been there
I'm like global warming, anything I just start to heat the things up
but I've been here
Time traveller, two time zones, give me some of my vodka any zone
Enrique Iglesias, and translation, Enrique Churches, confession
Dale mamita, dimelo todo, alante tu hombre, yo me hago el bobo
No te preocupes, baby for real
Because you gon like how it feels
Cause I like how it feels
Ooh yeah, I like how it feels
You know I like how it feels
Oh yeah I like how it feels
I like how it feels
I like how it feels
You know I like how it feels
I like how it feels
Cause I like how it feels"
